participant_id,trial_order,trial_id,repeat_index_for_video,clip_team_id,clip_number,source,scene_sequence,camera_id,interactive_obj,clip_name,video_link,text_description,image_link,interaction_type,human_state,object_property,spatial_context,risk_factor,form_edit_url,form_published_url,vlm_inference,selected_frame_index
P052,9,tressider-2019-04-26_2_image_4_pushing_000093_000303_H2_O65000.mp4,1,39,48,JRDB,tressider-2019-04-26_2,4,trolley,tressider-2019-04-26_2_image_4_pushing_000093_000303_H2_O65000.mp4,https://1drv.ms/v/c/e14d2464c52103f1/IQBqcie4uiA_R6kY8qtMZVclAXxi4mH9cy4Qaty_0HywTy4,A woman in a black-and-white striped sleeveless top pushes a stroller or wheelchair in a crowded cafe line.,https://1drv.ms/i/c/e14d2464c52103f1/IQCWzE15aRWlRpYZH5x0_dIqAVMHw6pNoY6DR3AAaKbw_gM,hold,normal,small,crowded,none,,,VLM: hold; human_state=normal; object_property=small; spatial_context=crowded; risk_factor=none; selected_frame=107; gt_activity=pushing; human_iou=0.994; object_iou=1.000,107
P052,10,gates-159-group-meeting-2019-04-03_0_image_0_carrying_000016_000240_H3_O2.mp4,3,23,27,JRDB,gates-159-group-meeting-2019-04-03_0,0,machines,gates-159-group-meeting-2019-04-03_0_image_0_carrying_000016_000240_H3_O2.mp4,https://1drv.ms/v/c/e14d2464c52103f1/IQBWLGwOTBq6QbA4jzhIdT1JAYHtA-zUxy89s0zPYQrzBbQ,A man in a gray shirt near the right side of the meeting room carries a small machine-like item near a table and doorway.,https://1drv.ms/i/c/e14d2464c52103f1/IQColSnnEcnMS6M5Y__QBldMATooOkAdVTNj2UGnubzY2CI,hold,strained,large,open_space,object_motion_risk,,,VLM: hold; human_state=strained; object_property=large; spatial_context=open_space; risk_factor=object_motion_risk; selected_frame=169; gt_activity=carrying; human_iou=0.026; object_iou=1.000,169
P053,1,warehouse_2_event_22_plasticbox_0001_carrying_001370_001520.mp4,3,44,50,Hunavsim,Warehouse,2,plasticbox_0001,warehouse_2_event_22_plasticbox_0001_carrying_001370_001520.mp4,https://1drv.ms/v/c/e14d2464c52103f1/IQAr0RUmoT2CSJwupUA_UpzSATx2EBdcCcV57D_wUMKXO0Q,"A worker in a yellow safety vest or a light uniform carries a plastic storage box beside the white warehouse wall, yellow forklift, stacked pallets, and blue rolling bins.",https://1drv.ms/i/c/e14d2464c52103f1/IQCsBVwY_0CBRpfza2N6TgovAVrH4w06KIgU4hoWGYWQq5Q,lifting,strained,large,open_space,fall_risk,,,VLM: lifting; human_state=strained; object_property=large; spatial_context=open_space; risk_factor=fall_risk; selected_frame=1480; gt_activity=carrying; human_iou=0.740; object_iou=1.000,1480
P053,2,warehouse_3_event_27_smallbox_0001_carrying_001420_001470.mp4,2,42,74,Hunavsim,Warehouse,3,smallbox_0001,warehouse_3_event_27_smallbox_0001_carrying_001420_001470.mp4,https://1drv.ms/v/c/e14d2464c52103f1/IQCgMm6bA7L4S77ziAslblU9AfemEhyTC364ttnWUxi-EPw,"A worker in a yellow safety vest or a light uniform carries a small box beside the white warehouse wall, yellow forklift, stacked pallets, and blue rolling bins.",https://1drv.ms/i/c/e14d2464c52103f1/IQAZefL5ikKhSokKec25GZhZAVVgw_AfKcYJqDugQGuAQxU,lifting,normal,small,open_space,none,,,VLM: lifting; human_state=normal; object_property=small; spatial_context=open_space; risk_factor=none; selected_frame=1433; gt_activity=carrying; human_iou=1.000; object_iou=1.000,1433
P053,3,warehouse_2_event_17_largebox_0002_lifting_000756_000824.mp4,1,45,44,Hunavsim,Warehouse,2,largebox_0002,warehouse_2_event_17_largebox_0002_lifting_000756_000824.mp4,https://1drv.ms/v/c/e14d2464c52103f1/IQBY6V9MpKNMTawe46BDp3qWAY4tBfiOzQ0RP0W-iVBiVvM,"A worker in a yellow safety vest or a light uniform lifts a large cardboard box in a yellow-and-white warehouse with a forklift, blue bins, pallets, and tall metal racks.",https://1drv.ms/i/c/e14d2464c52103f1/IQDEGfNDesYsQ4REQPZRmjpLAX68iPnhQreu2Vib0xFK_Ok,lifting,strained,large,open_space,object_motion_risk,,,VLM: lifting; human_state=strained; object_property=large; spatial_context=open_space; risk_factor=object_motion_risk; selected_frame=792; gt_activity=lifting; human_iou=1.000; object_iou=1.000,792
P053,4,warehouse_2_event_19_woodchair_0001_carrying_000827_000843.mp4,2,47,45,Hunavsim,Warehouse,2,woodchair_0001,warehouse_2_event_19_woodchair_0001_carrying_000827_000843.mp4,https://1drv.ms/v/c/e14d2464c52103f1/IQBt9uWTVLrnQaWJIZ0SPP7qAaNKA8PvR3N33VgJzNeI21A,"A worker in a yellow safety vest or a light uniform carries a wooden chair in a yellow-and-white warehouse with a forklift, blue bins, pallets, and tall metal racks.",https://1drv.ms/i/c/e14d2464c52103f1/IQDS-P-SaDiLRpbKiNtDafOZAXRT4a7jSyHXZY4lrPfeIzk,lifting,strained,large,open_space,object_motion_risk,,,VLM: lifting; human_state=strained; object_property=large; spatial_context=open_space; risk_factor=object_motion_risk; selected_frame=839; gt_activity=carrying; human_iou=0.863; object_iou=0.816,839
P053,5,hospital_1_event_10_tripod_0001_putting_down_000880_000928.mp4,4,49,108,Hunavsim,Hospital,1,tripod_0001,hospital_1_event_10_tripod_0001_putting_down_000880_000928.mp4,https://1drv.ms/v/c/e14d2464c52103f1/IQAOewVqbi1dSYBgnjVpEMYSAfqbjf-Rx0OHRtTyxrfVehQ,"A person in a dark top and shorts or gray pants puts down a tripod in a bright hospital corridor with white walls, blue doors, yellow caution signs, and medical equipment along the wall.",https://1drv.ms/i/c/e14d2464c52103f1/IQBOk_NLM0MgTJ8bFX8csFZKAXMmUanyhSGtqfxR_JwCUqo,lifting,strained,heavy,open_space,object_motion_risk,,,VLM: lifting; human_state=strained; object_property=heavy; spatial_context=open_space; risk_factor=object_motion_risk; selected_frame=894; gt_activity=putting_down; human_iou=0.985; object_iou=0.886,894
P053,6,office_1_event_48_monitor_0002_putting_down_002264_002292.mp4,5,60,162,Hunavsim,Office,1,monitor_0002,office_1_event_48_monitor_0002_putting_down_002264_002292.mp4,https://1drv.ms/v/c/e14d2464c52103f1/IQBcnjfm2xO6RZAeZCragrcJAZsm7FYBY79rjEApUXVwtsM,"A person in dark clothing puts down a computer monitor in a meeting-style office with rows of chairs, desks, monitors, and a dark patterned carpet.",https://1drv.ms/i/c/e14d2464c52103f1/IQAWSZySOhg4QYdVc-DEkNcJAXCa9mwrZD9dVomIAie68t4,lifting,strained,large,open_space,object_motion_risk,,,VLM: lifting; human_state=strained; object_property=large; spatial_context=open_space; risk_factor=object_motion_risk; selected_frame=2272; gt_activity=putting_down; human_iou=0.974; object_iou=1.000,2272
P053,7,office_1_event_11_clothesstand_0001_lifting_001110_001189.mp4,4,54,145,Hunavsim,Office,1,clothesstand_0001,office_1_event_11_clothesstand_0001_lifting_001110_001189.mp4,https://1drv.ms/v/c/e14d2464c52103f1/IQAFdqJJLaVdQ5VQ3VPuIN0LAQxEv4cF76bIEKxBJHPos-g,"A person in dark clothing lifts a clothes stand in an office lobby with a long table, monitors, large windows, potted plants, and patterned carpet.",https://1drv.ms/i/c/e14d2464c52103f1/IQDVJ6xsxkdkTolDIEZNTjN2AVwfnB39yesKc4cQ1ulsTxY,lifting,normal,large,narrow_corridor,none,,,VLM: lifting; human_state=normal; object_property=large; spatial_context=narrow_corridor; risk_factor=none; selected_frame=1148; gt_activity=lifting; human_iou=1.000; object_iou=1.000,1148
P053,8,office_1_event_56_smalltable_0001_putting_down_002706_002756.mp4,3,65,170,Hunavsim,Office,1,smalltable_0001,office_1_event_56_smalltable_0001_putting_down_002706_002756.mp4,https://1drv.ms/v/c/e14d2464c52103f1/IQAXeoDdu8GGS5j89KmSGMo1Aft4kB3yvQq4UBscoRQXXu4,"A person in a white or gray outfit puts down a small table in a meeting-style office with rows of chairs, desks, monitors, and a dark patterned carpet.",https://1drv.ms/i/c/e14d2464c52103f1/IQBYLTYpbxChR4wtqsdAAU1wAWNuG2NcB1pBOBnaoKfQuYs,lifting,strained,large,open_space,object_motion_risk,,,VLM: lifting; human_state=strained; object_property=large; spatial_context=open_space; risk_factor=object_motion_risk; selected_frame=2745; gt_activity=putting_down; human_iou=1.000; object_iou=1.000,2745
P053,9,tressider-2019-04-26_2_image_4_pushing_000093_000303_H2_O65000.mp4,2,39,48,JRDB,tressider-2019-04-26_2,4,trolley,tressider-2019-04-26_2_image_4_pushing_000093_000303_H2_O65000.mp4,https://1drv.ms/v/c/e14d2464c52103f1/IQBqcie4uiA_R6kY8qtMZVclAXxi4mH9cy4Qaty_0HywTy4,A woman in a black-and-white striped sleeveless top pushes a stroller or wheelchair in a crowded cafe line.,https://1drv.ms/i/c/e14d2464c52103f1/IQCWzE15aRWlRpYZH5x0_dIqAVMHw6pNoY6DR3AAaKbw_gM,hold,normal,small,crowded,none,,,VLM: hold; human_state=normal; object_property=small; spatial_context=crowded; risk_factor=none; selected_frame=107; gt_activity=pushing; human_iou=0.994; object_iou=1.000,107
P053,10,gates-159-group-meeting-2019-04-03_0_image_0_carrying_000016_000240_H3_O2.mp4,4,23,27,JRDB,gates-159-group-meeting-2019-04-03_0,0,machines,gates-159-group-meeting-2019-04-03_0_image_0_carrying_000016_000240_H3_O2.mp4,https://1drv.ms/v/c/e14d2464c52103f1/IQBWLGwOTBq6QbA4jzhIdT1JAYHtA-zUxy89s0zPYQrzBbQ,A man in a gray shirt near the right side of the meeting room carries a small machine-like item near a table and doorway.,https://1drv.ms/i/c/e14d2464c52103f1/IQColSnnEcnMS6M5Y__QBldMATooOkAdVTNj2UGnubzY2CI,hold,strained,large,open_space,object_motion_risk,,,VLM: hold; human_state=strained; object_property=large; spatial_context=open_space; risk_factor=object_motion_risk; selected_frame=169; gt_activity=carrying; human_iou=0.026; object_iou=1.000,169
P054,1,warehouse_2_event_22_plasticbox_0001_carrying_001370_001520.mp4,4,44,50,Hunavsim,Warehouse,2,plasticbox_0001,warehouse_2_event_22_plasticbox_0001_carrying_001370_001520.mp4,https://1drv.ms/v/c/e14d2464c52103f1/IQAr0RUmoT2CSJwupUA_UpzSATx2EBdcCcV57D_wUMKXO0Q,"A worker in a yellow safety vest or a light uniform carries a plastic storage box beside the white warehouse wall, yellow forklift, stacked pallets, and blue rolling bins.",https://1drv.ms/i/c/e14d2464c52103f1/IQCsBVwY_0CBRpfza2N6TgovAVrH4w06KIgU4hoWGYWQq5Q,lifting,strained,large,open_space,fall_risk,,,VLM: lifting; human_state=strained; object_property=large; spatial_context=open_space; risk_factor=fall_risk; selected_frame=1480; gt_activity=carrying; human_iou=0.740; object_iou=1.000,1480
P054,2,warehouse_3_event_27_smallbox_0001_carrying_001420_001470.mp4,3,42,74,Hunavsim,Warehouse,3,smallbox_0001,warehouse_3_event_27_smallbox_0001_carrying_001420_001470.mp4,https://1drv.ms/v/c/e14d2464c52103f1/IQCgMm6bA7L4S77ziAslblU9AfemEhyTC364ttnWUxi-EPw,"A worker in a yellow safety vest or a light uniform carries a small box beside the white warehouse wall, yellow forklift, stacked pallets, and blue rolling bins.",https://1drv.ms/i/c/e14d2464c52103f1/IQAZefL5ikKhSokKec25GZhZAVVgw_AfKcYJqDugQGuAQxU,lifting,normal,small,open_space,none,,,VLM: lifting; human_state=normal; object_property=small; spatial_context=open_space; risk_factor=none; selected_frame=1433; gt_activity=carrying; human_iou=1.000; object_iou=1.000,1433
P054,3,warehouse_2_event_17_largebox_0002_lifting_000756_000824.mp4,2,45,44,Hunavsim,Warehouse,2,largebox_0002,warehouse_2_event_17_largebox_0002_lifting_000756_000824.mp4,https://1drv.ms/v/c/e14d2464c52103f1/IQBY6V9MpKNMTawe46BDp3qWAY4tBfiOzQ0RP0W-iVBiVvM,"A worker in a yellow safety vest or a light uniform lifts a large cardboard box in a yellow-and-white warehouse with a forklift, blue bins, pallets, and tall metal racks.",https://1drv.ms/i/c/e14d2464c52103f1/IQDEGfNDesYsQ4REQPZRmjpLAX68iPnhQreu2Vib0xFK_Ok,lifting,strained,large,open_space,object_motion_risk,,,VLM: lifting; human_state=strained; object_property=large; spatial_context=open_space; risk_factor=object_motion_risk; selected_frame=792; gt_activity=lifting; human_iou=1.000; object_iou=1.000,792
P054,4,warehouse_2_event_19_woodchair_0001_carrying_000827_000843.mp4,3,47,45,Hunavsim,Warehouse,2,woodchair_0001,warehouse_2_event_19_woodchair_0001_carrying_000827_000843.mp4,https://1drv.ms/v/c/e14d2464c52103f1/IQBt9uWTVLrnQaWJIZ0SPP7qAaNKA8PvR3N33VgJzNeI21A,"A worker in a yellow safety vest or a light uniform carries a wooden chair in a yellow-and-white warehouse with a forklift, blue bins, pallets, and tall metal racks.",https://1drv.ms/i/c/e14d2464c52103f1/IQDS-P-SaDiLRpbKiNtDafOZAXRT4a7jSyHXZY4lrPfeIzk,lifting,strained,large,open_space,object_motion_risk,,,VLM: lifting; human_state=strained; object_property=large; spatial_context=open_space; risk_factor=object_motion_risk; selected_frame=839; gt_activity=carrying; human_iou=0.863; object_iou=0.816,839
P054,5,hospital_1_event_10_tripod_0001_putting_down_000880_000928.mp4,5,49,108,Hunavsim,Hospital,1,tripod_0001,hospital_1_event_10_tripod_0001_putting_down_000880_000928.mp4,https://1drv.ms/v/c/e14d2464c52103f1/IQAOewVqbi1dSYBgnjVpEMYSAfqbjf-Rx0OHRtTyxrfVehQ,"A person in a dark top and shorts or gray pants puts down a tripod in a bright hospital corridor with white walls, blue doors, yellow caution signs, and medical equipment along the wall.",https://1drv.ms/i/c/e14d2464c52103f1/IQBOk_NLM0MgTJ8bFX8csFZKAXMmUanyhSGtqfxR_JwCUqo,lifting,strained,heavy,open_space,object_motion_risk,,,VLM: lifting; human_state=strained; object_property=heavy; spatial_context=open_space; risk_factor=object_motion_risk; selected_frame=894; gt_activity=putting_down; human_iou=0.985; object_iou=0.886,894
P054,6,office_1_event_48_monitor_0002_kicking_002293_002303.mp4,1,60,163,Hunavsim,Office,1,monitor_0002,office_1_event_48_monitor_0002_kicking_002293_002303.mp4,https://1drv.ms/v/c/e14d2464c52103f1/IQDYJDYnhVSiSYWPMQwu5hPRAXZWtt5es7byUIqJX5-wTTU,"A person in dark clothing kicks a computer monitor in a meeting-style office with rows of chairs, desks, monitors, and a dark patterned carpet.",https://1drv.ms/i/c/e14d2464c52103f1/IQCKfFuBw-YfR6BNtG2R6DwZAcDlCDCsMqFUIvXmQTNztfE,lifting,normal,large,open_space,none,,,VLM: lifting; human_state=normal; object_property=large; spatial_context=open_space; risk_factor=none; selected_frame=2301; gt_activity=kicking; human_iou=0.381; object_iou=1.000,2301
P054,7,office_1_event_11_clothesstand_0001_lifting_001110_001189.mp4,5,54,145,Hunavsim,Office,1,clothesstand_0001,office_1_event_11_clothesstand_0001_lifting_001110_001189.mp4,https://1drv.ms/v/c/e14d2464c52103f1/IQAFdqJJLaVdQ5VQ3VPuIN0LAQxEv4cF76bIEKxBJHPos-g,"A person in dark clothing lifts a clothes stand in an office lobby with a long table, monitors, large windows, potted plants, and patterned carpet.",https://1drv.ms/i/c/e14d2464c52103f1/IQDVJ6xsxkdkTolDIEZNTjN2AVwfnB39yesKc4cQ1ulsTxY,lifting,normal,large,narrow_corridor,none,,,VLM: lifting; human_state=normal; object_property=large; spatial_context=narrow_corridor; risk_factor=none; selected_frame=1148; gt_activity=lifting; human_iou=1.000; object_iou=1.000,1148
P054,8,office_1_event_56_smalltable_0001_putting_down_002706_002756.mp4,4,65,170,Hunavsim,Office,1,smalltable_0001,office_1_event_56_smalltable_0001_putting_down_002706_002756.mp4,https://1drv.ms/v/c/e14d2464c52103f1/IQAXeoDdu8GGS5j89KmSGMo1Aft4kB3yvQq4UBscoRQXXu4,"A person in a white or gray outfit puts down a small table in a meeting-style office with rows of chairs, desks, monitors, and a dark patterned carpet.",https://1drv.ms/i/c/e14d2464c52103f1/IQBYLTYpbxChR4wtqsdAAU1wAWNuG2NcB1pBOBnaoKfQuYs,lifting,strained,large,open_space,object_motion_risk,,,VLM: lifting; human_state=strained; object_property=large; spatial_context=open_space; risk_factor=object_motion_risk; selected_frame=2745; gt_activity=putting_down; human_iou=1.000; object_iou=1.000,2745
P054,9,tressider-2019-04-26_2_image_4_pushing_000093_000303_H2_O65000.mp4,3,39,48,JRDB,tressider-2019-04-26_2,4,trolley,tressider-2019-04-26_2_image_4_pushing_000093_000303_H2_O65000.mp4,https://1drv.ms/v/c/e14d2464c52103f1/IQBqcie4uiA_R6kY8qtMZVclAXxi4mH9cy4Qaty_0HywTy4,A woman in a black-and-white striped sleeveless top pushes a stroller or wheelchair in a crowded cafe line.,https://1drv.ms/i/c/e14d2464c52103f1/IQCWzE15aRWlRpYZH5x0_dIqAVMHw6pNoY6DR3AAaKbw_gM,hold,normal,small,crowded,none,,,VLM: hold; human_state=normal; object_property=small; spatial_context=crowded; risk_factor=none; selected_frame=107; gt_activity=pushing; human_iou=0.994; object_iou=1.000,107
P054,10,gates-159-group-meeting-2019-04-03_0_image_0_carrying_000016_000240_H3_O2.mp4,5,23,27,JRDB,gates-159-group-meeting-2019-04-03_0,0,machines,gates-159-group-meeting-2019-04-03_0_image_0_carrying_000016_000240_H3_O2.mp4,https://1drv.ms/v/c/e14d2464c52103f1/IQBWLGwOTBq6QbA4jzhIdT1JAYHtA-zUxy89s0zPYQrzBbQ,A man in a gray shirt near the right side of the meeting room carries a small machine-like item near a table and doorway.,https://1drv.ms/i/c/e14d2464c52103f1/IQColSnnEcnMS6M5Y__QBldMATooOkAdVTNj2UGnubzY2CI,hold,strained,large,open_space,object_motion_risk,,,VLM: hold; human_state=strained; object_property=large; spatial_context=open_space; risk_factor=object_motion_risk; selected_frame=169; gt_activity=carrying; human_iou=0.026; object_iou=1.000,169
P055,1,warehouse_2_event_22_plasticbox_0001_carrying_001370_001520.mp4,5,44,50,Hunavsim,Warehouse,2,plasticbox_0001,warehouse_2_event_22_plasticbox_0001_carrying_001370_001520.mp4,https://1drv.ms/v/c/e14d2464c52103f1/IQAr0RUmoT2CSJwupUA_UpzSATx2EBdcCcV57D_wUMKXO0Q,"A worker in a yellow safety vest or a light uniform carries a plastic storage box beside the white warehouse wall, yellow forklift, stacked pallets, and blue rolling bins.",https://1drv.ms/i/c/e14d2464c52103f1/IQCsBVwY_0CBRpfza2N6TgovAVrH4w06KIgU4hoWGYWQq5Q,lifting,strained,large,open_space,fall_risk,,,VLM: lifting; human_state=strained; object_property=large; spatial_context=open_space; risk_factor=fall_risk; selected_frame=1480; gt_activity=carrying; human_iou=0.740; object_iou=1.000,1480
P055,2,warehouse_3_event_27_smallbox_0001_carrying_001420_001470.mp4,4,42,74,Hunavsim,Warehouse,3,smallbox_0001,warehouse_3_event_27_smallbox_0001_carrying_001420_001470.mp4,https://1drv.ms/v/c/e14d2464c52103f1/IQCgMm6bA7L4S77ziAslblU9AfemEhyTC364ttnWUxi-EPw,"A worker in a yellow safety vest or a light uniform carries a small box beside the white warehouse wall, yellow forklift, stacked pallets, and blue rolling bins.",https://1drv.ms/i/c/e14d2464c52103f1/IQAZefL5ikKhSokKec25GZhZAVVgw_AfKcYJqDugQGuAQxU,lifting,normal,small,open_space,none,,,VLM: lifting; human_state=normal; object_property=small; spatial_context=open_space; risk_factor=none; selected_frame=1433; gt_activity=carrying; human_iou=1.000; object_iou=1.000,1433
P055,3,warehouse_2_event_17_largebox_0002_lifting_000756_000824.mp4,3,45,44,Hunavsim,Warehouse,2,largebox_0002,warehouse_2_event_17_largebox_0002_lifting_000756_000824.mp4,https://1drv.ms/v/c/e14d2464c52103f1/IQBY6V9MpKNMTawe46BDp3qWAY4tBfiOzQ0RP0W-iVBiVvM,"A worker in a yellow safety vest or a light uniform lifts a large cardboard box in a yellow-and-white warehouse with a forklift, blue bins, pallets, and tall metal racks.",https://1drv.ms/i/c/e14d2464c52103f1/IQDEGfNDesYsQ4REQPZRmjpLAX68iPnhQreu2Vib0xFK_Ok,lifting,strained,large,open_space,object_motion_risk,,,VLM: lifting; human_state=strained; object_property=large; spatial_context=open_space; risk_factor=object_motion_risk; selected_frame=792; gt_activity=lifting; human_iou=1.000; object_iou=1.000,792
P055,4,warehouse_2_event_19_woodchair_0001_carrying_000827_000843.mp4,4,47,45,Hunavsim,Warehouse,2,woodchair_0001,warehouse_2_event_19_woodchair_0001_carrying_000827_000843.mp4,https://1drv.ms/v/c/e14d2464c52103f1/IQBt9uWTVLrnQaWJIZ0SPP7qAaNKA8PvR3N33VgJzNeI21A,"A worker in a yellow safety vest or a light uniform carries a wooden chair in a yellow-and-white warehouse with a forklift, blue bins, pallets, and tall metal racks.",https://1drv.ms/i/c/e14d2464c52103f1/IQDS-P-SaDiLRpbKiNtDafOZAXRT4a7jSyHXZY4lrPfeIzk,lifting,strained,large,open_space,object_motion_risk,,,VLM: lifting; human_state=strained; object_property=large; spatial_context=open_space; risk_factor=object_motion_risk; selected_frame=839; gt_activity=carrying; human_iou=0.863; object_iou=0.816,839
P055,5,hospital_1_event_10_tripod_0001_lifting_000929_000950.mp4,1,49,109,Hunavsim,Hospital,1,tripod_0001,hospital_1_event_10_tripod_0001_lifting_000929_000950.mp4,https://1drv.ms/v/c/e14d2464c52103f1/IQCLiH4VTndgTYhmi1h5yFO8AdkyrokasydkWehOr8zYOeM,"A person in a dark top and shorts or gray pants lifts a tripod in a bright hospital corridor with white walls, blue doors, yellow caution signs, and medical equipment along the wall.",https://1drv.ms/i/c/e14d2464c52103f1/IQBrmV6u-9-YTr9JDgzvPX-9Af0p4e7Ybobt2Lxcy7zLFK4,lifting,strained,large,open_space,object_motion_risk,,,VLM: lifting; human_state=strained; object_property=large; spatial_context=open_space; risk_factor=object_motion_risk; selected_frame=934; gt_activity=lifting; human_iou=0.958; object_iou=1.000,934
P055,6,office_1_event_48_monitor_0002_kicking_002293_002303.mp4,2,60,163,Hunavsim,Office,1,monitor_0002,office_1_event_48_monitor_0002_kicking_002293_002303.mp4,https://1drv.ms/v/c/e14d2464c52103f1/IQDYJDYnhVSiSYWPMQwu5hPRAXZWtt5es7byUIqJX5-wTTU,"A person in dark clothing kicks a computer monitor in a meeting-style office with rows of chairs, desks, monitors, and a dark patterned carpet.",https://1drv.ms/i/c/e14d2464c52103f1/IQCKfFuBw-YfR6BNtG2R6DwZAcDlCDCsMqFUIvXmQTNztfE,lifting,normal,large,open_space,none,,,VLM: lifting; human_state=normal; object_property=large; spatial_context=open_space; risk_factor=none; selected_frame=2301; gt_activity=kicking; human_iou=0.381; object_iou=1.000,2301
P055,7,office_1_event_12_clothesstand_0001_carrying_001269_001308.mp4,1,54,146,Hunavsim,Office,1,clothesstand_0001,office_1_event_12_clothesstand_0001_carrying_001269_001308.mp4,https://1drv.ms/v/c/e14d2464c52103f1/IQA0aOxu95OFT7xao9QcPlp3AZUrWixqPNltVIFtI2Lz6q0,"A person in dark clothing carries a clothes stand in a meeting-style office with rows of chairs, desks, monitors, and a dark patterned carpet.",https://1drv.ms/i/c/e14d2464c52103f1/IQBIT4O6zQ-ZR5CNIZTMYCcSAcztGx_HrgTx7xlPxwJrlos,lifting,normal,small,narrow_corridor,none,,,VLM: lifting; human_state=normal; object_property=small; spatial_context=narrow_corridor; risk_factor=none; selected_frame=1287; gt_activity=carrying; human_iou=0.883; object_iou=1.000,1287
P055,8,office_1_event_56_smalltable_0001_putting_down_002706_002756.mp4,5,65,170,Hunavsim,Office,1,smalltable_0001,office_1_event_56_smalltable_0001_putting_down_002706_002756.mp4,https://1drv.ms/v/c/e14d2464c52103f1/IQAXeoDdu8GGS5j89KmSGMo1Aft4kB3yvQq4UBscoRQXXu4,"A person in a white or gray outfit puts down a small table in a meeting-style office with rows of chairs, desks, monitors, and a dark patterned carpet.",https://1drv.ms/i/c/e14d2464c52103f1/IQBYLTYpbxChR4wtqsdAAU1wAWNuG2NcB1pBOBnaoKfQuYs,lifting,strained,large,open_space,object_motion_risk,,,VLM: lifting; human_state=strained; object_property=large; spatial_context=open_space; risk_factor=object_motion_risk; selected_frame=2745; gt_activity=putting_down; human_iou=1.000; object_iou=1.000,2745
P055,9,tressider-2019-04-26_2_image_4_pushing_000093_000303_H2_O65000.mp4,4,39,48,JRDB,tressider-2019-04-26_2,4,trolley,tressider-2019-04-26_2_image_4_pushing_000093_000303_H2_O65000.mp4,https://1drv.ms/v/c/e14d2464c52103f1/IQBqcie4uiA_R6kY8qtMZVclAXxi4mH9cy4Qaty_0HywTy4,A woman in a black-and-white striped sleeveless top pushes a stroller or wheelchair in a crowded cafe line.,https://1drv.ms/i/c/e14d2464c52103f1/IQCWzE15aRWlRpYZH5x0_dIqAVMHw6pNoY6DR3AAaKbw_gM,hold,normal,small,crowded,none,,,VLM: hold; human_state=normal; object_property=small; spatial_context=crowded; risk_factor=none; selected_frame=107; gt_activity=pushing; human_iou=0.994; object_iou=1.000,107
P055,10,gates-159-group-meeting-2019-04-03_0_image_0_pushing_000036_000087_H4_O9.mp4,1,24,28,JRDB,gates-159-group-meeting-2019-04-03_0,0,chair/sofa,gates-159-group-meeting-2019-04-03_0_image_0_pushing_000036_000087_H4_O9.mp4,https://1drv.ms/v/c/e14d2464c52103f1/IQA4cxz3u6CNSrXWqX9cgBFGAUDMDsu6lA574Jho5naMYeo,A young man in a black T-shirt pushes a chair at the meeting table.,https://1drv.ms/i/c/e14d2464c52103f1/IQBpnXT4JXtWT7ATaEL0pJ5OATgBMG_tdhCuW_VeayJu2gg,hold,normal,small,open_space,none,,,VLM: hold; human_state=normal; object_property=small; spatial_context=open_space; risk_factor=none; selected_frame=27; gt_activity=pushing; human_iou=0.035; object_iou=0.000,27
P056,1,warehouse_2_event_22_plasticbox_0001_putting_down_001521_001596.mp4,1,44,51,Hunavsim,Warehouse,2,plasticbox_0001,warehouse_2_event_22_plasticbox_0001_putting_down_001521_001596.mp4,https://1drv.ms/v/c/e14d2464c52103f1/IQBEe1sILXWqTbdBuQ18SXTmAYczPC8AMP7DTO9z4-Cqjn8,"A worker in a yellow safety vest or a light uniform puts down a plastic storage box beside the white warehouse wall, yellow forklift, stacked pallets, and blue rolling bins.",https://1drv.ms/i/c/e14d2464c52103f1/IQCUTabCP0uwRIhuIAVl30ZRAW2i_m-5mWO5M6wj07EMtFM,lifting,strained,large,open_space,object_motion_risk,,,VLM: lifting; human_state=strained; object_property=large; spatial_context=open_space; risk_factor=object_motion_risk; selected_frame=1542; gt_activity=putting_down; human_iou=0.912; object_iou=0.980,1542
P056,2,warehouse_3_event_27_smallbox_0001_carrying_001420_001470.mp4,5,42,74,Hunavsim,Warehouse,3,smallbox_0001,warehouse_3_event_27_smallbox_0001_carrying_001420_001470.mp4,https://1drv.ms/v/c/e14d2464c52103f1/IQCgMm6bA7L4S77ziAslblU9AfemEhyTC364ttnWUxi-EPw,"A worker in a yellow safety vest or a light uniform carries a small box beside the white warehouse wall, yellow forklift, stacked pallets, and blue rolling bins.",https://1drv.ms/i/c/e14d2464c52103f1/IQAZefL5ikKhSokKec25GZhZAVVgw_AfKcYJqDugQGuAQxU,lifting,normal,small,open_space,none,,,VLM: lifting; human_state=normal; object_property=small; spatial_context=open_space; risk_factor=none; selected_frame=1433; gt_activity=carrying; human_iou=1.000; object_iou=1.000,1433
